map name       source         band [mu]      glon           glat           ra             dec            distance ["]   
14.261-0.564   1              250            14.2602        -0.5667        274.6204       -16.8233       0.00           
14.261-0.564   1              350            14.2615        -0.5655        274.6199       -16.8216       6.37           
14.262-0.213   1              250            14.2648        -0.2150        274.2993       -16.6525       0.00           
14.262-0.213   1              350            14.2653        -0.2151        274.2996       -16.6521       1.84           
14.329-0.158   1              250            14.3176        -0.1473        274.2633       -16.5739       0.00           
14.329-0.158   1              350            14.3192        -0.1467        274.2635       -16.5722       6.15           
14.329-0.158   2              250            14.3312        -0.1613        274.2829       -16.5686       0.00           
14.329-0.158   2              350            14.3307        -0.1599        274.2813       -16.5684       5.35           
14.332-0.756   1              250            14.3333        -0.7576        274.8322       -16.8492       0.00           
14.332-0.756   1              350            14.3342        -0.7573        274.8324       -16.8483       3.41           
14.332-0.756   2              250            14.3477        -0.7512        274.8334       -16.8335       0.00           
14.332-0.756   2              350            14.3477        -0.7515        274.8337       -16.8336       1.08           
14.332-0.756   3              250            14.3572        -0.7259        274.8148       -16.8132       0.00           
14.332-0.756   3              350            14.3582        -0.7260        274.8154       -16.8123       3.62           
