-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
30.807-0.031      16        929.891        27137.3       0.804615        25.9839        4.47494       0.0564195         5.26000          30.7638    -0.0296000       281.897      -1.94300
30.807-0.031      18        3656.36        16848.7       0.919828        18.1774        2.07375       0.0359297         5.26000          30.7960   -0.00950000       281.894      -1.90520
30.807-0.031      21        1235.76        4639.41       0.685677        17.5683        1.84163        0.267339         5.26000          30.9728     -0.141600       282.092      -1.80820
30.807-0.031      22        2968.08        2907.58       0.784840        14.0306        1.17227      0.00107835         5.26000          30.8775     0.0581000       281.871      -1.80180
30.807-0.031      23        1750.46        29832.7       0.785689        23.9951        3.68317        0.254484         5.26000          30.8664      0.114100       281.816      -1.78610
30.807-0.031      24        1321.18        6982.39       0.864076        19.0625        2.17671        0.574164         5.26000          30.9969    -0.0761000       282.045      -1.75670
30.807-0.031      25        685.549        10020.4       0.715319        23.4117        3.42426        0.744064         5.26000          30.8188      0.273000       281.652      -1.75600
30.807-0.031      26        2311.06        1663.38       0.790498        13.9178        1.09635        0.702204         5.26000          30.9205     0.0880000       281.864      -1.74990
30.807-0.031      27        2182.10        6833.83       0.641330        17.3699        1.75802        0.936243         5.26000          30.8979      0.161100       281.788      -1.73660
30.807-0.031      28        2092.27        9943.87       0.872317        18.1846        1.90879         2.17781         5.26000          30.9589     0.0862000       281.883      -1.71650
30.846+0.181       1        178.351        1282.75       0.547236        20.2092        2.50657        0.273414         5.39000          30.8734      0.168000       281.771      -1.75540
30.871-0.122       1        2437.17        934.435       0.863814        12.2929       0.935067        0.521656         5.72000          30.8684     -0.118900       282.024      -1.89070
30.871-0.122       2        1842.34        3443.15       0.750133        15.8561        1.42409         1.66960         5.72000          30.8724    -0.0961000       282.006      -1.87670
30.899-0.034       1        75.4194        953.132       0.656691        23.7757        3.52420         1.00202         5.31000          30.8726     0.0110000       281.910      -1.82760
30.899-0.034       2        679.041        991.803       0.780598        15.2807        1.35436        0.366316         5.31000          30.9024    -0.0348000       281.965      -1.82200
30.912+0.72       2        25.7373        77.3672       0.512377        17.8010        1.83429         1.58100         3.19000          30.9193      0.730400       281.291      -1.45780
30.942-0.802       1        70.0538        243.730       0.599319        18.0975        1.90388         1.51023         4.57000          30.9436     -0.776100       282.644      -2.12340
31.007+0.778       1        94.1984        175.944       0.414409        15.9453        1.45242         1.18043         3.16000          31.0147      0.778000       281.293      -1.35120
31.039+0.241       1        461.490        214.847       0.502327        12.5138       0.942170        0.125603         2.90000          30.9933      0.237800       281.764      -1.61680
31.039+0.241       2        638.810        157.896       0.447211        12.0583       0.809007        0.747691         2.90000          31.0442      0.258700       281.768      -1.56190
31.887+0.144       1        117.676        258.690       0.990568        15.6680        1.97940         9.78667         6.27000          31.8884      0.144700       282.255     -0.862800
31.887+0.144       2        330.824        79.4136       0.900876        12.2140       0.812342         2.14702         6.27000          31.9126      0.160300       282.252     -0.834100
31.946+0.076       1        3668.75        400.460       0.815857        10.0572       0.718489         4.97170         5.51000          31.9979     0.0670000       282.374     -0.800700
32.007+0.058       1        5405.66        3675.09       0.979285        13.2027        1.07232        0.319431         5.60000          32.0226     0.0663000       282.386     -0.779100
32.007+0.058       2        10350.9        34559.5       0.868186        17.4971        1.80362        0.566901         5.60000          32.0450     0.0587000       282.403     -0.762500
32.036-0.331       1        274.815        239.049       0.552108        13.9303        1.17470       0.0765403         4.21000          31.9897     -0.306600       282.703     -0.978400
32.036-0.331       2        131.864        159.829       0.659788        15.0525        1.27868         1.36498         4.21000          32.0102     -0.322800       282.727     -0.967500
